Date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,Day.Sum
1/23/2012,778,782,766,818,0,0,0,0,0,0,0,3144
1/24/2012,2558,2626,2372,2602,0,0,0,0,0,0,0,10158
1/25/2012,2532,2570,2666,2546,0,0,0,0,0,0,0,10314
1/26/2012,2526,2536,2540,2760,0,0,0,0,0,0,0,10362
1/27/2012,2608,2684,2724,2664,0,0,0,0,0,0,0,10680
1/28/2012,2562,2604,2548,2560,0,0,0,0,0,0,0,10274
1/29/2012,2444,2540,2474,2592,0,0,0,0,0,0,0,10050
1/30/2012,980,1028,914,1110,0,0,0,0,0,0,0,4032
1/31/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/4/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/6/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/11/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/13/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/14/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/15/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/16/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/18/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/19/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/20/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/21/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/23/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2012,0,0,0,0,0,0,0,0,0,0,0,0
2/29/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2012,0,0,0,16,8,0,0,0,0,0,0,24
3/2/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/3/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/4/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/5/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/6/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2012,20,4,10,8,0,0,0,0,0,0,0,42
3/9/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/10/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/11/2012,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2012,0,0,0,0,0,0,0,0,0,0,0,0
